Consist,Form,Opponent,Venue,Runs
2.847238,0.577,1.131929,2.517711,4
2.516,0.577,0.880433,2.829735,4
2.825038,0.577,0.870105,3.076365,4
2.882297,0.577,1.074221,3.079128,4
2.069369,0.577,0.839025,3.097871,4
2.096031,0.577,0.944395,2.988483,4
2.582204,0.577,0.913,3.137268,4
2.856782,0.577,0.948391,2.852748,4
2.974924,0.577,0.957495,3.080362,4
2.972043,0.577,1.005427,2.989432,4
2.563203,0.577,1.073262,2.899953,4
2.537112,0.577,0.920437,0.834,4
2.516,0.577,1.093,2.901569,4
2.567426,0.577,1.078775,2.902056,4
3.045835,0.577,0.972551,3.142664,4
3.104263,0.577,0.945827,3.001874,4
3.38325,3.143386,0.891672,3.185319,4
3.114729,0.577,0.896744,2.986335,4
3.093989,3.258158,1.043216,2.338653,4
3.093,3.117883,0.873397,2.736174,4
2.119452,0.577,0.941029,2.861647,4
2.590798,0.577,0.925126,3.143,4
1.430966,0.577,0.916068,1.446204,4
3.151063,3.086022,0.878724,3.02506,4
3.110206,3.090848,0.846662,2.996971,4
3.28854,3.063413,0.856493,3.036115,4
2.086482,0.577,0.935458,2.99193,4
2.50938,0.577,1.091445,2.837187,4
2.377347,0.577,0.970959,3.009065,4
2.519059,0.577,0.915118,2.841,4
2.83864,0.577,0.867935,2.912151,4
1.654638,0.577,0.912962,1.984714,4
2.788264,0.577,1.107699,2.833914,4
2.784,0.577,1.237261,2.860169,4
2.906028,0.577,1.201885,2.522775,4
2.115178,0.577,0.936434,3.058646,4
2.014705,0.577,0.83743,3.038639,4
2.667,0.577,0.923495,2.992,4
2.515175,0.577,0.912625,2.841,4
2.540958,0.577,1.079878,2.914298,4
2.82124,0.577,0.97498,3.135307,4
2.830658,0.577,0.882499,2.859421,4
2.80828,0.577,1.036168,3.154283,4
2.746675,0.577,0.834893,3.15514,4
3.211149,0.577,1.107564,2.198031,4
3.268325,0.577,0.930818,3.17021,4
3.390417,0.577,1.045524,0.875629,4
3.386004,0.577,1.103636,2.733566,4
3.300351,0.577,1.177165,2.756279,4
3.675043,0.577,1.239231,3.257123,4
3.718637,0.577,1.120662,2.876709,4
3.690385,0.577,1.226269,2.708168,4
3.730048,0.577,1.181552,2.757449,4
3.716355,0.577,1.23492,2.722925,4
3.722943,0.577,1.138305,2.873705,4
3.720808,0.577,1.142554,2.878205,4
3.712204,0.577,1.047185,3.143531,4
3.692709,0.577,1.218325,2.913715,4
3.710701,0.577,1.270005,3.333456,4
3.712181,0.577,1.237851,3.335633,4
3.712339,0.577,1.171,2.963663,4
3.455519,0.577,1.096056,0.91959,4
3.413568,0.577,1.242739,1.933408,4
3.712,0.577,1.171,2.924838,4
3.791,0.577,1.53,2.906924,4
3.73677,0.577,1.263652,3.099433,4
3.736584,0.577,1.159736,2.862223,4
3.713083,0.577,1.364259,2.842053,4
2.944379,0.577,1.060962,3.117189,4
3.21369,0.577,0.975938,3.235674,4
2.208582,0.577,0.885716,2.889593,4
2.022131,0.577,0.9973,2.979589,4
2.132859,0.577,0.961952,2.929563,4
2.406871,0.577,1.044327,3.063876,4
2.324093,0.577,1.03468,3.138517,4
2.423968,0.577,1.014,3.131851,4
2.582282,0.577,1.114426,3.048897,4
2.69613,0.577,0.8561,3.139282,4
2.537155,0.577,0.920331,0.834,4
2.517257,0.577,1.093,2.838295,4
2.973878,0.577,1.012539,2.990288,4
3.204517,0.577,1.06879,2.212558,4
3.248718,0.577,1.181277,3.0614,4
3.255712,0.577,1.222001,2.146,4
3.401049,0.577,1.229574,2.824227,4
1.660541,0.577,0.889413,3.001371,4
2.507927,0.577,1.092165,2.835616,4
2.407055,0.577,1.002676,3.035988,4
2.565737,0.577,1.049479,2.078687,4
3.276491,0.577,1.074317,0.87106,4
2.497223,0.577,0.921811,3.12112,4
2.963772,0.577,1.01462,2.986018,4
3.280291,0.577,1.168467,3.094683,4
3.254503,0.577,1.171,3.07118,4
3.218666,0.577,1.08221,2.159424,4
3.283295,0.577,1.248201,2.191216,4
3.712188,0.577,1.226955,3.322817,4
3.712133,0.577,1.171,2.961369,4
3.726924,0.577,1.192897,3.001796,4
3.71773,0.577,1.171606,2.985724,4
2.703936,0.577,0.835388,3.142682,4
2.672234,0.577,0.932768,2.992677,4
2.522216,0.577,0.9169,3.129343,4
1.640151,0.577,0.910934,1.985266,4
2.322598,0.577,1.028532,3.135175,4
3.267899,0.577,1.189734,2.633273,4
3.370608,0.577,1.190068,3.087934,4
3.403482,0.577,1.185543,2.362824,4
3.376851,0.577,1.23116,2.778677,4
3.402993,0.577,1.186872,1.968317,4
3.697316,0.577,1.232872,2.65854,4
3.444945,0.577,1.23404,2.371639,4
3.711312,0.577,1.219309,3.261455,4
2.813016,0.577,0.989172,3.176897,4
1.528622,0.577,0.92676,1.96969,4
1.66001,0.577,0.891463,2.021237,4
1.633439,0.577,0.901409,3.219245,4
2.307147,0.577,0.954976,2.970873,4
2.244841,0.577,1.023549,3.137322,4
2.259384,0.577,1.073878,3.063341,4
2.58103,0.577,1.215246,3.083466,4
2.546469,0.577,1.0692,2.110736,4
2.916469,0.577,1.232697,2.520436,4
2.897937,0.577,1.22467,3.08578,4
3.190398,0.577,1.102798,2.198772,4
3.264627,0.577,1.074083,0.882042,4
3.166526,0.577,0.959437,3.314024,4
3.381,0.577,1.202071,2.666419,4
3.282731,0.577,1.178824,3.080106,4
3.397477,0.577,1.228066,1.956146,4
3.377306,0.577,1.119522,2.695138,4
3.345145,2.811809,0.941329,2.930961,4
1.966404,0.577,0.851338,2.729024,4
2.328549,0.577,1.001267,2.087414,4
2.20383,0.577,1.00039,3.080582,4
2.516922,0.577,1.093,2.837936,4
2.525948,0.577,0.913124,2.841,4
2.975,0.577,0.913433,2.973552,4
2.970313,0.577,1.062837,2.97941,4
2.251778,0.577,0.904599,2.908015,4
2.013611,0.577,0.985412,2.570523,4
2.395055,0.577,1.045581,3.079371,4
2.492337,0.577,1.025699,3.007544,4
2.641289,0.577,1.144309,2.840996,4
2.614676,0.577,1.031142,0.834,4
2.823328,0.577,1.132687,2.519861,4
2.931327,0.577,1.228485,3.080107,4
3.252067,0.577,1.148699,3.086543,4
3.129315,0.577,1.076607,3.132711,4
3.370873,0.577,1.247618,2.680588,4
3.386259,0.577,1.248958,2.649384,4
3.379858,0.577,1.200086,2.665406,4
3.318547,0.577,1.187161,3.075766,4
3.304329,0.577,1.182759,3.088265,4
1.555166,0.577,0.914696,1.991649,4
2.529441,0.577,1.166776,3.128087,4
2.595835,0.577,1.121085,0.834,4
2.840225,0.577,0.835163,2.883094,4
2.975,0.577,0.904084,2.965798,4
2.518091,0.577,0.989244,2.841,4
1.948563,0.577,0.968528,2.718812,4
2.018817,0.577,0.943851,2.919469,4
2.828,0.577,1.085047,2.852049,4
2.804185,0.577,1.096161,2.839966,4
2.795,0.577,1.086662,3.094658,4
2.795,0.577,1.07936,3.082081,4
2.931585,0.577,1.047193,3.153514,4
3.41,0.577,1.130379,1.966302,4
3.409796,0.577,1.25,1.961161,4
3.460779,0.577,1.027027,3.144906,4
3.461161,0.577,1.016948,0.851726,4
1.737503,0.577,0.854407,3.203658,4
1.737469,0.577,0.97246,1.217754,4
1.658836,0.577,0.891116,3.136231,4
2.135617,0.577,1.028782,3.21384,4
2.371196,0.577,0.959283,2.09399,4
2.338702,0.577,1.182855,2.034403,4
2.336256,0.577,1.012877,2.091636,4
2.619419,0.577,1.183399,3.194396,4
2.569156,0.577,1.194576,2.982811,4
2.831085,0.577,1.132501,2.520881,4
2.516,0.577,0.88185,2.808814,4
2.970374,0.577,0.834,3.142314,4
2.867382,0.577,1.116837,3.07,4
2.013194,0.577,0.865797,2.973235,4
2.027709,0.577,0.928963,2.934754,4
2.494569,0.577,0.91373,3.106073,4
2.943902,0.577,0.967522,2.915146,4
2.954896,0.577,0.908611,3.090332,4
2.969874,0.577,1.05686,2.976725,4
2.521004,0.577,1.08862,2.84022,4
2.604232,0.577,1.036643,0.834,4
2.510249,0.577,1.092442,2.837558,4
2.566423,0.577,1.07488,2.914985,4
3.016478,0.577,0.956111,3.1325,4
3.114976,0.577,0.921265,2.994756,4
3.371251,2.828666,0.939315,2.934722,4
3.126,0.577,0.855844,2.992,4
3.281521,3.115294,0.932424,3.051758,4
3.093,3.242598,0.897262,2.506748,4
1.965134,0.577,0.85101,2.798031,4
2.581945,0.577,0.913,3.139661,4
1.395362,0.577,0.941711,1.353166,4
3.093,3.093,0.834,2.943956,4
3.093,3.093,0.834,2.967318,4
3.093,3.093,0.834,2.974079,4
2.057245,0.577,0.983074,2.981603,4
2.442691,0.577,1.042373,2.841,4
2.552583,0.577,1.040502,3.056157,4
2.515923,0.577,0.898789,2.841,4
2.828047,0.577,0.911464,2.84358,4
1.670226,0.577,0.912921,2.032339,4
2.784,0.577,1.172358,2.841183,4
2.784,0.577,1.237117,2.869025,4
3.039754,0.577,1.241014,2.532068,4
2.103542,0.577,0.894234,3.091148,4
2.084045,0.577,0.985488,2.974694,4
2.667,0.577,0.957342,2.992,4
2.51724,0.577,0.914636,2.841,4
2.516,0.577,1.093,2.91717,4
2.827191,0.577,0.968,3.140233,4
2.855606,0.577,0.962569,2.858548,4
2.817514,0.577,0.982392,3.193804,4
2.824456,0.577,1.035182,3.25777,4
2.585861,0.577,1.045421,2.067872,4
3.327505,0.577,0.889257,2.975252,4
3.485429,0.577,1.100718,1.121619,4
3.385835,0.577,1.093224,2.7345,4
3.389101,0.577,1.238463,2.765688,4
3.637864,0.577,1.24931,3.150575,4
3.678301,0.577,1.049562,2.877922,4
3.705832,0.577,1.235169,2.656991,4
3.710081,0.577,1.246248,2.718418,4
3.691139,0.577,1.241523,2.723065,4
3.704353,0.577,1.179064,2.91903,4
3.757195,0.577,1.127964,2.843962,4
3.712843,0.577,1.04786,3.151915,4
3.721851,0.577,1.284857,2.809822,4
3.712,0.577,1.304871,3.345,4
3.712136,0.577,1.248863,3.339979,4
3.712,0.577,1.171,2.922111,4
3.712,0.577,1.249999,0.852325,4
3.597223,0.577,1.188318,1.150066,4
3.712525,0.577,1.171,2.970655,4
3.791,0.577,1.53,2.905472,4
3.756923,0.577,1.314222,3.139958,4
3.767695,0.577,1.174486,2.842924,4
3.787055,0.577,1.505406,2.913733,4
2.952703,0.577,1.081716,3.128081,4
3.214106,0.577,0.959165,3.263652,4
2.112341,0.577,0.907695,2.850723,4
2.113735,0.577,0.955674,2.977591,4
2.120746,0.577,0.944637,2.871225,4
2.384962,0.577,1.047,3.054243,4
2.29,0.577,1.016701,3.142946,4
2.432079,0.577,1.014,3.1263,4
2.572663,0.577,1.172162,2.993181,4
2.580203,0.577,0.894461,3.140099,4
2.537019,0.577,0.918607,0.834,4
2.523741,0.577,1.093,2.840053,4
2.958615,0.577,1.062316,2.976961,4
3.217132,0.577,1.082992,2.174278,4
3.269698,0.577,1.261355,3.022279,4
3.305921,0.577,1.246659,2.139856,4
3.391672,0.577,1.197859,3.092712,4
1.548566,0.577,0.918651,3.131604,4
2.498214,0.577,1.092073,2.80251,4
2.373993,0.577,0.969304,3.001006,4
2.628597,0.577,1.024424,2.075636,4
2.538288,0.577,0.91669,0.834,4
2.590283,0.577,0.927651,3.143,4
2.950469,0.577,1.030787,2.989913,4
3.137117,0.577,1.056302,3.140206,4
3.261254,0.577,1.171849,3.070059,4
3.207722,0.577,1.066221,2.18911,4
3.206839,0.577,1.078926,2.203943,4
3.698966,0.577,1.198051,3.238427,4
3.712776,0.577,1.171,2.971584,4
3.723507,0.577,1.226146,3.053072,4
3.747595,0.577,1.220348,3.040696,4
2.736108,0.577,0.834327,3.141011,4
2.667,0.577,0.918327,2.992,4
2.485504,0.577,0.920206,3.140618,4
1.731061,0.577,0.985402,1.932208,4
2.389273,0.577,1.016331,3.129823,4
3.12002,0.577,1.114765,2.562195,4
3.398996,0.577,1.225648,3.115052,4
3.401306,0.577,1.183401,2.363377,4
3.34671,0.577,1.245756,2.788008,4
3.409795,0.577,1.25,1.953543,4
3.614156,0.577,1.29558,2.540932,4
3.429238,0.577,1.226687,2.368451,4
3.659202,0.577,1.24258,3.180545,4
2.815526,0.577,0.984479,3.141507,4
1.528581,0.577,0.919546,1.963001,4
1.64732,0.577,0.881992,2.007798,4
1.602828,0.577,0.910767,3.219735,4
2.254635,0.577,0.903903,2.914781,4
2.23293,0.577,1.072104,3.070184,4
2.253541,0.577,1.121876,3.004487,4
2.58045,0.577,1.214976,3.104743,4
2.521537,0.577,1.176452,2.280929,4
2.911896,0.577,1.215281,2.496415,4
2.901624,0.577,1.270691,3.067667,4
3.179926,0.577,1.03056,2.244902,4
3.175,0.577,1.092672,0.834,4
3.202827,0.577,0.950008,3.305863,4
3.381,0.577,1.2029,2.628806,4
3.393668,0.577,1.233599,3.100307,4
3.40641,0.577,1.183353,2.022329,4
3.381,0.577,1.187281,2.697059,4
3.428198,2.531815,1.066152,3.169095,4
1.976342,0.577,0.99321,2.586147,4
2.320724,0.577,0.997841,2.079619,4
2.212047,0.577,1.008064,3.095354,4
2.480869,0.577,1.089349,2.813864,4
2.510699,0.577,0.918956,2.841,4
2.975,0.577,0.909332,2.972105,4
2.974997,0.577,0.985794,2.990495,4
2.279925,0.577,0.897982,2.918831,4
2.417241,0.577,1.009732,2.823264,4
2.299943,0.577,1.026728,3.132218,4
2.586613,0.577,1.111404,3.062782,4
2.63269,0.577,1.246529,2.772425,4
2.646457,0.577,0.96398,0.834,4
2.862955,0.577,1.119173,2.575329,4
2.842245,0.577,1.25,3.0654,4
3.223441,0.577,1.268658,3.041851,4
3.129529,0.577,1.080282,3.14949,4
3.284654,0.577,1.207619,2.640561,4
3.292812,0.577,1.187757,2.636533,4
3.327281,0.577,1.188338,2.765333,4
3.280057,0.577,1.167703,3.093831,4
3.284209,0.577,1.175602,3.085796,4
1.535381,0.577,0.949358,1.962906,4
2.612203,0.577,1.137143,3.143881,4
2.576256,0.577,1.169017,0.834,4
2.84006,0.577,0.834082,2.875287,4
2.974724,0.577,0.946004,2.943891,4
2.517897,0.577,0.979298,2.841,4
1.945293,0.577,0.979237,2.716229,4
2.033009,0.577,0.925059,2.921293,4
2.827897,0.577,1.083154,2.85833,4
2.788558,0.577,1.166608,2.840734,4
2.795033,0.577,1.090673,3.109319,4
2.795001,0.577,1.091258,3.122606,4
2.929841,0.577,1.046498,3.127631,4
3.407652,0.577,1.155251,1.963855,4
3.4098,0.577,1.246043,1.954117,4
3.458652,0.577,1.068941,3.159391,4
3.334706,0.577,1.038708,0.837517,4
1.733643,0.577,0.889246,3.176237,4
1.745185,0.577,0.981467,1.219052,4
1.740466,0.577,0.83952,3.210455,4
2.287191,0.577,1.041738,3.152782,4
2.364376,0.577,0.958138,2.093939,4
2.506458,0.577,1.179836,2.280447,4
2.358,0.577,0.982192,2.097,4
2.718261,0.577,1.143466,3.212415,4
2.586553,0.577,1.196435,3.093302,4
2.907808,0.577,1.216947,2.524648,4
2.516,0.577,0.881296,2.82209,4
2.838576,0.577,0.875404,3.085514,4
2.872753,0.577,1.067958,3.076585,4
2.011758,0.577,0.839214,2.995358,4
2.115264,0.577,0.954239,2.983681,4
2.516725,0.577,0.920577,3.130478,4
2.856782,0.577,0.952579,2.847212,4
3.016097,0.577,0.968435,3.117702,4
2.973583,0.577,1.002533,2.98862,4
2.523509,0.577,1.092964,2.840151,4
2.537349,0.577,0.92164,0.834,4
2.51614,0.577,1.093,2.900954,4
2.564892,0.577,1.072226,2.913954,4
3.013197,0.577,0.988881,3.136631,4
3.103777,0.577,0.954411,2.996324,4
3.403577,3.061445,0.900425,3.192281,4
3.120819,0.577,0.886943,2.99154,4
3.093824,3.257436,1.04277,2.341073,4
3.093,3.12895,0.876252,2.834403,4
2.10884,0.577,0.933108,2.845161,4
2.589619,0.577,0.929217,3.143,4
1.300625,0.577,0.899623,1.36087,4
3.104099,3.091654,0.835236,2.984892,4
3.1483,3.086346,0.890567,3.020554,4
3.284096,3.078583,0.884623,3.042433,4
2.069742,0.577,0.967648,2.954564,4
2.498488,0.577,1.092077,2.825497,4
2.37347,0.577,0.995379,2.984282,4
2.516405,0.577,0.988181,2.841,4
2.833693,0.577,0.882839,2.86019,4
1.712529,0.577,0.988738,1.956661,4
2.783868,0.577,1.216174,2.845598,4
2.781672,0.577,1.213711,2.847418,4
3.104061,0.577,1.195862,2.527892,4
2.095089,0.577,0.922809,3.073368,4
2.011473,0.577,0.911515,2.991506,4
2.667,0.577,0.937096,2.992,4
2.515963,0.577,0.899302,2.841,4
2.529109,0.577,1.083285,2.915815,4
2.821315,0.577,0.999766,3.067858,4
2.85226,0.577,0.960856,2.862735,4
2.811905,0.577,1.034781,3.140354,4
2.740494,0.577,0.835057,3.14237,4
3.188282,0.577,1.088148,2.200564,4
3.215239,0.577,0.913,3.206068,4
3.41344,0.577,1.054202,0.886723,4
3.383181,0.577,1.125827,2.694445,4
3.345468,0.577,1.209148,2.754235,4
3.644814,0.577,1.24115,3.182975,4
3.685407,0.577,1.08121,2.894077,4
3.712903,0.577,1.218807,2.675312,4
3.728628,0.577,1.181746,2.744849,4
3.726683,0.577,1.21354,2.766146,4
3.72376,0.577,1.147071,2.876864,4
3.7187,0.577,1.119457,2.87745,4
3.714584,0.577,1.044932,3.141397,4
3.712438,0.577,1.242487,2.905217,4
3.711135,0.577,1.27522,3.34144,4
3.709179,0.577,1.275928,3.34241,4
3.712061,0.577,1.171,2.96732,4
3.712,0.577,1.179559,1.003992,4
3.429068,0.577,1.233166,1.855435,4
3.711323,0.577,1.171487,2.950417,4
3.791,0.577,1.53,2.90639,4
3.744661,0.577,1.27835,3.122509,4
3.761591,0.577,1.170855,2.85855,4
3.786587,0.577,1.485634,2.909668,4
2.961814,0.577,1.061646,3.139472,4
3.231276,0.577,0.955922,3.172506,4
2.205603,0.577,0.889909,2.891852,4
2.015724,0.577,1.000169,2.986198,4
2.131875,0.577,0.96068,2.901783,4
2.410359,0.577,1.043837,3.063744,4
2.30881,0.577,1.029313,3.132676,4
2.421736,0.577,1.014,3.131308,4
2.57982,0.577,1.11182,3.056873,4
2.697402,0.577,0.83558,3.143607,4
2.537181,0.577,0.923903,0.834,4
2.517918,0.577,1.093,2.837949,4
2.97051,0.577,1.023357,2.990357,4
3.194956,0.577,1.040768,2.214644,4
3.249497,0.577,1.179101,3.058907,4
3.285821,0.577,1.235045,2.144685,4
3.397551,0.577,1.24153,2.799865,4
1.633099,0.577,0.899456,2.972951,4
2.501793,0.577,1.090282,2.819024,4
2.376628,0.577,0.987116,3.031979,4
2.546451,0.577,1.068426,2.159286,4
3.179504,0.577,1.047636,0.836642,4
2.514389,0.577,0.923709,3.129842,4
2.96473,0.577,1.057835,2.975792,4
3.284923,0.577,1.173121,3.086877,4
3.281883,0.577,1.170788,3.081063,4
3.217279,0.577,1.095911,2.161143,4
3.282474,0.577,1.173093,2.221343,4
3.704882,0.577,1.203908,3.229525,4
3.704205,0.577,1.183452,2.947216,4
3.723096,0.577,1.207099,3.021873,4
3.721068,0.577,1.172716,2.9804,4
2.697213,0.577,0.835745,3.144,4
2.831142,0.577,0.893932,3.078433,4
2.489841,0.577,0.913341,3.123924,4
1.650723,0.577,0.891879,2.003823,4
2.326398,0.577,1.032593,3.131739,4
3.273733,0.577,1.176443,2.616868,4
3.39929,0.577,1.21508,3.113065,4
3.409171,0.577,1.191308,2.365642,4
3.387241,0.577,1.23648,2.783171,4
3.403237,0.577,1.183854,1.968299,4
3.685377,0.577,1.243421,2.623608,4
3.528452,0.577,1.263204,2.540811,4
3.712022,0.577,1.237939,3.336654,4
2.816478,0.577,0.987894,3.164769,4
1.513772,0.577,0.924027,1.963104,4
1.727393,0.577,0.898526,2.000292,4
1.653565,0.577,0.89891,3.216584,4
2.251175,0.577,0.884576,2.92013,4
2.22923,0.577,1.075909,3.057197,4
2.243097,0.577,1.12055,3.011738,4
2.541262,0.577,1.203934,3.108984,4
2.529579,0.577,1.081358,2.253052,4
3.015619,0.577,1.241064,2.518002,4
2.929655,0.577,1.22723,3.072482,4
3.195327,0.577,1.063282,2.219847,4
3.205656,0.577,1.06532,0.857197,4
3.129882,0.577,0.999826,3.254763,4
3.380971,0.577,1.203945,2.661966,4
3.302909,0.577,1.181249,3.089631,4
3.393882,0.577,1.227389,1.953758,4
3.380961,0.577,1.202443,2.665873,4
3.362191,2.740922,0.960795,2.89175,4
1.966548,0.577,0.853149,2.728865,4
2.326045,0.577,0.989738,2.08481,4
2.099168,0.577,0.929687,3.094472,4
2.508146,0.577,1.092883,2.836993,4
2.530643,0.577,0.914995,2.841,4
2.975,0.577,0.949255,2.97954,4
2.973579,0.577,1.042835,2.98726,4
2.250576,0.577,0.900354,2.911736,4
2.003837,0.577,0.992712,2.564664,4
2.384593,0.577,1.045764,3.074009,4
2.552238,0.577,1.037607,3.026284,4
2.60523,0.577,1.101887,2.867021,4
2.606898,0.577,0.943455,0.834,4
2.846268,0.577,1.130611,2.524727,4
2.901326,0.577,1.270903,3.075297,4
3.129368,0.577,1.140464,3.132854,4
3.145162,0.577,1.055565,3.14055,4
3.375739,0.577,1.24973,2.669627,4
3.386405,0.577,1.249324,2.64792,4
3.233389,0.577,1.20072,2.632538,4
3.375607,0.577,1.219051,3.070464,4
3.28177,0.577,1.171,3.081501,4
1.532147,0.577,0.929064,1.971462,4
2.532569,0.577,1.198679,3.131084,4
2.591703,0.577,1.138099,0.834,4
2.838104,0.577,0.83576,2.904088,4
2.975,0.577,0.913075,2.97205,4
2.518519,0.577,0.982386,2.841,4
1.939235,0.577,0.988775,2.674572,4
2.007157,0.577,0.905458,2.93375,4
2.824586,0.577,1.094289,2.841,4
2.825552,0.577,1.093,2.841,4
2.795003,0.577,1.092083,3.121402,4
2.795,0.577,1.081601,3.078481,4
2.957886,0.577,1.065377,3.130736,4
3.408719,0.577,1.148028,2.003516,4
3.409384,0.577,1.25,1.960401,4
3.462085,0.577,1.004631,3.155878,4
3.378328,0.577,1.041043,0.867725,4
1.736853,0.577,0.88728,3.202702,4
1.730879,0.577,0.970056,1.187337,4
1.734662,0.577,0.897374,3.194171,4
2.204837,0.577,1.021188,3.143832,4
2.325209,0.577,0.987306,2.074723,4
2.321273,0.577,1.011424,2.05163,4
2.358,0.577,0.973531,2.097,4
2.559458,0.577,1.210763,3.128574,4
2.579097,0.577,1.163775,3.001553,4
2.822916,0.577,1.134845,2.505614,4
2.5235,0.577,0.882527,2.801428,4
2.739698,0.577,0.835084,3.136019,4
2.868162,0.577,1.119936,3.076457,4
2.030574,0.577,0.931934,2.942616,4
2.018963,0.577,0.95761,2.952691,4
2.472963,0.577,0.909222,3.104627,4
2.850628,0.577,0.960058,2.856297,4
2.871513,0.577,0.85832,3.117824,4
2.958001,0.577,1.057323,2.979879,4
2.509801,0.577,1.092011,2.83644,4
2.62782,0.577,1.035883,0.834,4
2.507453,0.577,1.091811,2.830078,4
2.554819,0.577,1.093,2.918306,4
3.020082,0.577,0.988793,3.132967,4
3.110858,0.577,0.912223,2.988164,4
3.402603,3.100562,0.897715,3.177254,4
3.119225,0.577,0.907193,2.989625,4
3.131131,3.118808,0.889463,3.006794,4
3.093,3.125867,0.872851,2.699561,4
2.057854,0.577,0.890416,2.845742,4
2.591257,0.577,0.929449,3.143,4
1.356882,0.577,0.926236,1.450281,4
3.093,3.093,0.834,2.92604,4
3.115315,3.091254,0.856175,3.00429,4
3.146668,3.091394,0.868369,3.016285,4
2.067519,0.577,0.979148,2.979219,4
2.438106,0.577,1.018038,2.841,4
2.490677,0.577,1.019989,2.984631,4
2.514448,0.577,0.900131,2.841,4
2.82958,0.577,0.910348,2.862567,4
1.562537,0.577,0.906431,2.01288,4
2.788697,0.577,1.17057,2.842311,4
2.784,0.577,1.242434,2.917237,4
3.022619,0.577,1.242777,2.519287,4
2.083699,0.577,0.841909,3.001366,4
2.083308,0.577,0.973049,2.967154,4
2.667,0.577,0.935507,2.992,4
2.515619,0.577,0.899336,2.841,4
2.520243,0.577,1.081304,2.918251,4
2.824253,0.577,0.971756,3.141973,4
2.858885,0.577,0.965507,2.884105,4
2.816594,0.577,0.991159,3.143193,4
2.810422,0.577,1.043042,3.185552,4
3.172672,0.577,1.063041,2.216199,4
3.226923,0.577,0.88588,2.979263,4
3.617832,0.577,1.137581,1.136694,4
3.37574,0.577,1.109589,2.728991,4
3.383698,0.577,1.228274,2.756465,4
3.628543,0.577,1.248595,3.154433,4
3.677402,0.577,1.050521,2.910653,4
3.709274,0.577,1.221329,2.694899,4
3.726984,0.577,1.228095,2.732596,4
3.70888,0.577,1.227137,2.70715,4
3.708848,0.577,1.173102,2.956998,4
3.747656,0.577,1.132347,2.844672,4
3.712219,0.577,1.025459,3.14559,4
3.749309,0.577,1.253267,2.869859,4
3.712,0.577,1.284372,3.345,4
3.709554,0.577,1.272839,3.343239,4
3.71228,0.577,1.171,2.925211,4
3.712,0.577,1.248112,0.919909,4
3.543781,0.577,1.111103,1.101927,4
3.712311,0.577,1.171,2.962881,4
3.791,0.577,1.53,2.903566,4
3.791,0.577,1.529674,2.969605,4
3.758618,0.577,1.133298,2.844434,4
3.786955,0.577,1.527915,2.904877,4
2.979611,0.577,1.066329,3.142921,4
3.223466,0.577,0.927972,3.144469,4
2.129,0.577,0.923488,2.866545,4
2.074696,0.577,0.979177,2.977996,4
2.117814,0.577,0.962813,2.978884,4
2.374902,0.577,1.047,3.056063,4
2.298168,0.577,1.025069,3.138292,4
2.425532,0.577,1.014,3.131058,4
2.582476,0.577,1.115458,3.053304,4
2.498128,0.577,0.920073,3.127729,4
2.53706,0.577,0.918869,0.834,4
2.519876,0.577,1.093,2.838684,4
2.966677,0.577,1.058029,2.976261,4
3.214966,0.577,1.083805,2.192724,4
3.222181,0.577,1.268491,3.043634,4
3.304905,0.577,1.237467,2.14422,4
3.388517,0.577,1.201475,3.080012,4
1.635543,0.577,0.900541,3.151721,4
2.4863,0.577,1.092993,2.817907,4
2.376681,0.577,0.969151,3.011816,4
2.583816,0.577,0.978127,2.075203,4
2.639056,0.577,0.997188,0.834,4
2.530468,0.577,0.921924,3.135318,4
2.951421,0.577,0.962321,3.05586,4
3.129635,0.577,1.078096,3.151556,4
3.279314,0.577,1.168704,3.074402,4
3.206067,0.577,1.059726,2.215902,4
3.203075,0.577,1.061595,2.20799,4
3.7117,0.577,1.218716,3.253114,4
3.712568,0.577,1.171,2.970621,4
3.73948,0.577,1.214421,3.02659,4
3.753582,0.577,1.199223,3.026686,4
2.741174,0.577,0.83715,3.124637,4
2.605832,0.577,0.922415,3.138648,4
2.478488,0.577,0.913,3.129788,4
1.726426,0.577,0.991979,1.938913,4
2.408212,0.577,1.038773,3.067491,4
3.079678,0.577,1.201653,2.522905,4
3.380376,0.577,1.193441,3.080885,4
3.407774,0.577,1.190277,2.366734,4
3.361534,0.577,1.225547,2.77971,4
3.40344,0.577,1.23519,1.954127,4
3.387061,0.577,1.276056,2.64589,4
3.533685,0.577,1.262675,2.511952,4
3.463639,0.577,1.014369,3.139284,4
2.818046,0.577,0.969515,3.137821,4
1.540504,0.577,0.936587,1.965049,4
1.647114,0.577,0.898971,1.9988,4
1.628522,0.577,0.905135,3.2192,4
2.248853,0.577,0.88948,2.911053,4
2.208142,0.577,1.025096,3.076522,4
2.362256,0.577,1.092248,3.008123,4
2.564577,0.577,1.214995,3.148388,4
2.452246,0.577,1.214941,2.240794,4
2.911502,0.577,1.216745,2.503086,4
2.867117,0.577,1.249273,3.06813,4
3.204064,0.577,1.046285,2.212837,4
3.133139,0.577,1.040275,0.834,4
3.189173,0.577,0.962499,3.310531,4
3.380999,0.577,1.207141,2.636295,4
3.374509,0.577,1.216739,3.070394,4
3.398892,0.577,1.196363,1.968192,4
3.380592,0.577,1.199329,2.667806,4
